longitude;latitude;gdh;label
15.014577510833;12.126732996667;06/06/2021 16:55;IED
-1.4836111111111;15.3425;07/06/2021 06:45;IED
-2.5440021761625;16.813756820696;07/06/2021 10:00;EO
-1.4969444444444;15.354444444444;07/06/2021 13:05;IED
1.0763888888889;13.323888888889;07/06/2021 20:00;IED + ALI
-4.1479777777778;14.227438888889;08/06/2021 08:00;IED
-0.85652777777778;16.111888888889;09/06/2021 14:32;EO
0.47867777777778;13.428719444444;10/06/2021 10:00;IED
0.7575;19.435833333333;10/06/2021 11:40;IED
37.183333333333;32.10805;11/06/2021 08:00;EO
-2.0502755471752;15.127049214377;11/06/2021 08:30;IED
0.91083333333333;20.275277777778;12/06/2021 10:00;IED
-3.6595583333333;9.7628888888889;12/06/2021 19:30;IED
-5.0114600544098;14.44799352659;13/06/2021 09:45;IED
-4.1455438333333;14.245430305556;13/06/2021 10:00;IED
-1.794319538477;15.240393306263;13/06/2021 13:55;IED
1.0077777777778;13.744722222222;14/06/2021 12:00;IED
1.2898666666667;15.1532;15/06/2021 17:00;IED
-0.16361111111111;14.851666666667;16/06/2021 08:00;IED
1.0986111111111;14.448055555556;16/06/2021 08:00;IED
-1.5909031950837;15.703334919806;16/06/2021 10:00;IED
1.909476879641;15.488638021123;17/06/2021 09:00;EO
1.3181544444444;12.404462166667;17/06/2021 15:10;IED
37.183333333333;32.10805;18/06/2021 12:00;EO
2.3781111111111;15.920277777778;19/06/2021 09:05;EO
-1.8294444444444;16.975555555556;19/06/2021 15:30;EO
-2.598778;16.774028;20/06/2021 07:02;EO
-1.3247222222222;15.818611111111;21/06/2021 08:25;IED + ALI
0.16765798347527;17.700900476665;24/06/2021 08:15;IED
0.15388888888889;17.647222222222;25/06/2021 06:25;IED
-1.2408055555556;15.855083333333;25/06/2021 08:00;EO
37.183333333333;32.10805;25/06/2021 12:00;EO
1.0376596944444;12.36176625;26/06/2021 14:00;IED
1.3902415;18.4386077;28/06/2021 10:00;EO
1.0063888888889;20.293888888889;30/06/2021 10:15;EO
0.070833333333333;16.151388888889;01/07/2021 06:05;EO
-2.6761679017601;16.745920981417;01/07/2021 08:20;IED
1.445;18.427025;02/07/2021 08:40;EO
13.857222222222;14.214444444444;03/07/2021 08:00;IED
-1.3025;14.798333333333;04/07/2021 12:10;EO
-0.69330488888889;14.1710935;05/07/2021 06:00;EO
-1.3025;14.798333333333;05/07/2021 08:00;EO
-0.86381488888889;14.229285888889;06/07/2021 19:00;IED
-2.8488888888889;15.02;07/07/2021 08:00;EO
-5.9347222222222;14.803333333333;07/07/2021 10:00;IED
1.2294444444444;15.808888888889;07/07/2021 10:28;EO
0.60777777777778;13.145833333333;07/07/2021 22:00;IED
0.85987;19.471941388889;08/07/2021 06:42;EO
1.4519888888889;18.420177777778;08/07/2021 08:30;IED
1.2302777777778;15.807777777778;08/07/2021 13:05;IED
37.183333333333;32.10805;09/07/2021 12:00;EO
-3.8586138888889;14.177666666667;09/07/2021 13:00;IED
-5.8311429041856;14.964712390601;10/07/2021 10:50;IED
-1.2602777777778;15.889444444444;10/07/2021 14:00;IED
-1.265;16.087777777778;11/07/2021 09:51;IED
1.4468416666667;18.423380555556;12/07/2021 08:15;EO
0.19444444444444;17.721388888889;13/07/2021 10:10;IED
